rating,usefulCount,compound,word_count,char_count,numericalCondition,numericalDrugName
9,22,1,3,17,6,445
9,9,2,26,154,4,235
7,110,2,41,243,2,309
6,25,2,46,264,3,56
7,6,0,74,410,4,260
8,23,2,78,422,1,197
7,17,2,10,58,0,176
8,11,1,7,26,6,38
4,23,2,73,415,4,232
7,10,2,52,310,4,200
8,1,2,29,189,8,6
0,11,1,8,44,8,597
0,1,0,67,380,4,148
7,2,2,44,240,4,40
0,4,0,30,173,4,232
4,4,2,14,89,4,368
0,3,2,70,395,4,424
7,38,2,62,367,5,109
0,5,0,68,347,9,110
0,0,0,36,213,3,56
7,1,2,85,452,4,424
9,29,0,72,356,8,468
8,36,0,57,337,5,645
0,12,0,85,442,8,469
0,18,0,31,194,4,368
8,0,2,66,401,4,72
7,64,2,75,399,0,664
9,58,2,6,26,3,315
0,5,0,73,459,4,232
6,20,2,68,377,9,110
7,45,2,78,441,7,110
4,7,2,18,108,4,643
8,12,0,50,283,1,605
5,1,2,59,321,1,232
9,6,2,70,383,4,148
9,5,0,25,137,7,334
3,17,0,54,341,2,668
8,90,2,24,122,7,83
7,33,0,6,35,6,354
8,57,0,78,481,3,620
9,20,2,77,426,4,232
0,1,2,25,130,4,235
8,6,0,68,368,1,215
9,86,2,43,241,5,667
4,21,0,74,420,1,20
8,69,0,27,129,2,68
8,8,2,67,385,4,230
0,3,0,74,423,4,399
2,37,2,19,107,5,202
2,3,0,71,318,4,340
9,67,0,14,60,2,68
9,23,2,53,296,4,340
7,119,2,38,230,5,207
7,46,0,61,316,8,430
0,7,2,46,276,4,565
0,6,0,70,394,4,170
9,106,2,33,175,5,127
9,46,2,64,377,1,4
8,62,0,47,281,6,554
2,0,1,42,255,4,340
8,19,1,67,456,3,313
9,103,2,20,116,3,313
9,33,2,68,358,0,159
6,80,0,63,347,0,21
9,1,2,49,306,4,229
8,3,0,40,230,4,227
9,9,0,50,325,4,148
7,2,2,62,361,4,116
9,11,0,32,198,4,542
8,1,2,63,376,4,280
2,8,0,58,306,4,280
7,15,0,8,45,5,208
1,27,0,9,55,5,0
9,14,0,6,38,8,466
8,43,0,51,272,1,19
0,9,2,30,176,6,38
9,29,2,49,293,2,220
8,179,0,18,130,5,665
5,0,0,29,163,4,116
6,8,2,22,118,1,605
9,14,0,10,58,5,645
0,0,0,48,288,4,424
7,62,0,43,241,2,103
9,80,2,17,114,2,645
8,7,0,48,264,4,338
6,12,0,68,380,3,509
9,113,2,32,177,3,355
7,21,0,12,76,6,684
2,4,0,57,332,4,280
6,21,0,82,447,7,489
7,45,2,54,342,5,550
5,50,2,66,451,6,82
8,8,0,44,245,6,684
0,46,2,7,41,3,423
9,1,0,63,344,1,290
4,98,0,73,435,5,322
0,0,0,69,395,4,391
4,16,0,70,432,0,664
7,0,0,64,326,4,323
8,10,2,45,251,7,350
3,2,2,4,34,8,468
4,28,0,54,347,4,612
9,13,1,30,154,4,235
9,10,2,53,300,4,389
9,72,0,7,49,2,309
8,23,2,44,217,7,182
8,6,0,23,134,8,468
5,7,2,72,402,4,199
3,3,0,69,382,4,166
3,29,2,58,303,5,666
7,93,0,72,476,5,0
9,25,2,58,384,8,468
9,25,2,70,382,8,274
7,12,1,2,12,3,680
9,32,2,71,409,6,684
9,32,2,35,180,7,334
6,11,2,66,406,4,231
7,14,2,57,311,1,605
9,16,0,58,347,1,290
6,68,2,83,442,7,147
3,35,0,57,301,8,276
4,61,0,58,327,2,208
3,0,2,75,393,4,440
5,1,2,28,166,4,170
9,73,0,71,413,8,439
7,1,2,49,279,4,318
0,4,2,62,360,7,147
9,15,2,16,102,4,404
7,9,0,53,271,6,684
6,8,2,45,254,4,440
9,27,2,14,81,6,225
4,7,2,53,322,4,226
7,0,0,57,317,4,399
7,3,0,70,390,4,323
9,6,2,67,407,4,557
8,13,0,26,130,8,203
8,189,2,62,404,6,140
7,6,2,35,201,1,4
9,72,2,75,440,5,208
6,19,0,86,439,1,88
5,37,0,26,145,3,689
6,4,0,65,341,4,323
0,6,1,2,9,1,592
7,15,1,18,80,8,481
9,2,2,3,12,7,147
1,3,2,43,231,1,231
9,1,2,22,131,4,229
0,17,0,51,311,7,350
0,17,0,74,422,2,326
7,25,0,67,384,5,551
6,4,0,42,268,4,440
1,3,2,44,281,4,170
9,21,2,31,184,5,172
0,8,0,75,438,7,110
8,19,0,74,493,2,668
7,16,2,59,334,8,405
7,18,2,34,205,5,683
6,1,2,75,403,4,227
9,16,2,53,317,8,352
7,53,1,38,199,8,450
6,1,0,58,305,4,233
8,41,2,70,413,0,335
9,1,2,58,371,1,20
4,0,2,15,89,4,495
9,94,2,8,43,3,509
2,21,2,58,253,3,509
4,3,0,80,460,4,170
1,9,2,12,80,2,275
4,0,0,69,396,4,229
8,1,0,73,447,4,170
3,0,0,8,35,8,328
9,99,0,19,135,5,326
8,28,0,36,223,2,476
8,6,0,44,245,8,179
9,10,2,53,295,8,438
1,55,0,60,380,5,655
1,6,0,67,399,4,235
9,26,1,1,6,7,83
8,4,0,36,181,4,235
9,43,0,70,414,0,146
6,32,0,71,439,5,645
8,81,0,74,397,5,172
8,7,0,69,457,5,168
9,61,1,39,227,9,490
7,4,0,44,243,4,331
4,9,2,35,210,4,232
8,4,2,51,287,1,215
8,16,0,16,118,3,445
5,4,0,84,461,1,20
1,10,0,85,444,5,662
7,18,2,75,441,9,540
9,31,1,15,110,5,57
2,0,2,92,462,4,199
9,28,2,69,475,0,335
8,61,0,72,425,3,313
8,2,0,67,413,4,235
9,20,2,6,34,9,489
9,126,0,56,346,3,595
9,24,2,42,229,4,440
8,2,0,31,172,8,11
7,23,2,37,214,9,147
2,8,0,6,31,5,645
9,110,2,34,184,3,313
9,28,2,59,368,1,18
1,3,0,50,281,4,280
9,13,2,31,164,4,461
3,2,0,70,335,1,290
5,6,2,69,363,4,235
9,36,2,18,92,2,153
0,2,2,69,370,4,235
7,31,2,62,391,3,509
9,14,0,48,261,8,11
9,34,2,26,166,1,215
9,61,2,26,181,2,640
1,33,0,83,508,5,109
7,27,2,66,344,7,110
7,17,2,1,9,2,645
8,9,2,3,15,0,21
0,0,0,68,400,4,323
7,0,2,71,378,4,235
1,0,0,47,259,4,424
9,12,0,63,378,4,323
0,2,0,38,208,4,231
1,26,0,24,114,4,323
7,27,0,28,164,4,235
9,27,2,76,417,2,327
7,21,0,67,340,7,540
0,7,0,72,409,4,235
1,14,0,39,216,4,229
9,14,2,8,42,9,23
8,33,2,61,281,0,387
4,5,0,69,425,4,323
7,21,0,84,438,7,23
8,61,2,45,257,9,506
0,40,0,66,384,8,581
9,11,0,63,363,2,111
6,2,0,84,452,4,399
1,0,2,22,119,4,231
8,7,0,68,413,4,323
0,19,0,28,158,5,654
9,13,2,3,18,8,11
9,59,2,18,106,3,317
0,2,0,96,461,3,645
1,11,1,7,29,4,229
0,6,2,48,278,8,274
0,2,0,33,206,4,431
9,56,0,54,346,5,326
6,5,0,46,240,8,648
8,19,2,51,237,1,91
9,66,2,31,185,2,657
0,27,0,40,213,6,400
9,12,0,25,174,9,489
9,8,2,76,409,4,323
8,4,2,64,381,4,399
7,5,2,77,405,4,231
9,11,2,71,419,4,227
9,5,2,30,159,4,613
0,35,2,63,345,5,683
1,2,2,44,243,4,229
9,12,2,80,395,9,489
5,2,2,43,258,4,227
8,4,2,129,675,4,424
7,13,0,69,382,5,326
9,3,2,48,265,1,183
9,30,0,70,410,5,220
7,3,2,65,334,4,229
7,35,2,38,219,6,38
4,27,2,49,266,5,683
4,46,2,41,235,0,268
9,3,2,32,184,1,290
8,38,2,19,109,1,232
9,55,0,77,447,2,326
7,13,2,80,371,6,603
2,7,0,73,375,3,680
8,58,0,56,358,5,202
8,8,0,79,393,4,231
0,15,0,66,381,4,229
8,2,2,67,371,4,424
0,17,0,24,162,7,147
0,32,2,66,389,0,335
2,6,2,71,357,4,231
0,3,2,32,167,4,331
7,37,2,5,35,2,309
4,0,2,24,128,4,229
0,14,0,29,163,3,259
9,15,2,24,140,1,605
3,29,0,11,74,3,445
7,4,2,70,431,4,474
5,1,2,21,158,4,170
7,7,2,31,176,1,397
9,41,1,27,169,5,168
8,49,2,67,387,2,499
6,26,2,63,432,5,322
5,3,0,71,437,4,443
9,27,2,39,197,9,83
0,17,0,25,124,8,125
8,19,0,53,313,9,147
9,22,0,40,256,8,252
9,1,0,70,395,4,229
9,16,1,6,21,6,684
8,80,2,80,425,6,198
9,8,2,18,112,8,468
2,3,0,67,363,4,440
9,16,2,81,435,9,489
8,1,0,72,427,4,235
5,2,0,77,432,9,489
9,42,0,52,289,5,667
6,2,2,60,356,4,227
9,68,2,8,43,5,603
6,57,0,70,390,5,568
4,22,0,61,361,6,509
7,102,0,55,337,8,15
9,57,0,30,193,8,186
5,4,1,4,21,6,255
1,29,2,46,240,5,207
9,7,0,25,154,0,335
1,49,0,24,150,2,275
7,70,0,69,407,5,400
9,6,2,40,210,4,424
7,10,2,71,395,9,489
9,15,2,47,292,4,340
9,16,2,26,151,4,340
8,38,2,71,416,3,315
1,7,0,46,278,4,424
8,39,2,74,347,7,350
1,13,2,31,206,0,387
7,21,2,99,660,0,146
0,2,0,25,120,4,424
8,41,0,82,439,2,259
0,18,0,24,137,4,673
9,2,1,53,267,4,440
0,3,2,69,367,1,290
6,12,2,14,78,3,191
7,11,2,54,311,5,172
8,51,0,54,303,5,654
8,40,0,67,473,3,313
8,0,2,46,315,3,317
4,24,0,67,369,8,113
8,119,2,53,292,6,554
7,4,2,27,152,4,231
7,7,2,57,315,1,91
9,7,2,46,250,1,138
9,61,2,19,111,2,640
0,24,2,66,402,2,400
2,0,0,63,331,4,323
7,21,0,77,422,4,344
3,6,2,29,145,5,207
5,21,1,29,155,4,229
9,68,0,64,436,3,336
8,5,2,7,25,7,110
8,6,2,72,443,1,290
1,20,2,67,414,5,477
4,16,0,79,423,7,110
4,5,2,44,274,4,614
7,4,2,81,405,0,387
9,82,2,69,385,9,83
9,91,1,57,307,5,253
2,19,2,20,128,5,655
8,51,2,33,182,5,172
9,12,0,40,204,4,229
4,5,2,80,440,1,457
9,60,0,40,242,5,603
6,6,0,51,295,8,581
7,8,0,40,209,7,489
3,8,2,66,343,9,489
6,26,2,39,193,7,147
0,10,0,50,305,4,166
9,1,2,15,72,4,440
9,6,0,32,203,8,581
0,3,0,13,90,4,148
0,19,2,6,29,6,563
9,110,2,28,176,7,83
9,21,0,42,238,1,201
4,1,0,60,383,4,235
8,1,2,15,77,4,440
0,5,2,45,260,6,684
5,11,0,53,284,8,272
8,4,0,26,194,1,574
2,22,2,41,191,6,82
2,8,0,58,306,4,235
4,27,2,56,283,5,153
9,52,2,62,397,2,668
0,8,0,42,245,4,542
8,70,0,38,255,2,477
9,14,1,8,54,0,387
2,18,0,33,163,5,551
3,1,2,75,399,4,457
9,124,0,54,321,5,127
9,0,2,29,166,3,470
8,15,2,51,295,4,424
8,4,2,43,226,1,679
4,28,2,77,468,9,110
8,22,2,45,219,6,509
9,1,0,2,16,5,32
8,23,2,32,165,8,11
7,49,0,54,296,6,674
0,12,2,5,29,5,477
0,9,0,37,215,6,576
7,16,0,21,114,7,147
7,16,0,53,308,4,302
8,8,0,55,314,0,335
6,13,0,70,400,5,153
3,1,0,51,310,4,199
2,38,2,9,62,6,38
9,12,2,44,247,4,235
8,143,0,24,114,7,101
8,71,2,62,381,2,140
9,33,0,75,418,2,140
5,4,2,48,253,4,323
0,18,2,34,179,6,684
8,53,2,23,136,5,172
8,31,2,23,132,4,340
3,26,0,28,148,0,146
2,21,0,55,322,5,645
9,15,2,16,102,4,232
1,2,2,56,285,4,229
7,15,2,52,303,6,684
7,6,2,25,123,4,235
7,136,2,86,426,9,243
6,112,0,21,125,8,259
3,3,2,35,190,4,232
8,5,2,18,103,5,400
9,3,2,14,79,9,489
2,17,0,64,366,4,424
0,49,0,28,152,6,348
7,3,0,71,389,4,235
7,4,2,19,98,4,280
8,262,0,20,107,8,423
6,39,0,10,50,0,335
8,19,2,21,126,3,140
9,47,2,41,268,3,315
9,30,0,16,87,5,505
4,0,0,75,387,4,324
4,0,0,75,390,4,557
8,43,0,77,407,2,111
8,4,2,36,190,4,235
8,61,2,21,117,6,82
4,5,0,73,417,4,323
3,7,2,71,355,4,235
9,142,0,38,218,8,108
9,4,2,63,363,4,424
7,15,2,107,570,4,170
1,8,0,60,343,1,613
6,18,2,44,223,5,32
9,66,2,8,50,6,684
0,0,0,18,87,2,476
7,49,0,52,285,8,274
0,4,2,79,431,4,424
8,2,2,56,300,5,220
9,18,2,12,84,5,499
9,24,0,73,459,2,275
8,5,2,50,288,5,109
9,46,0,35,193,8,248
8,3,2,49,279,9,489
6,91,2,79,440,2,153
4,41,2,43,264,2,275
1,5,0,43,241,4,229
6,25,0,15,84,1,397
2,23,0,40,236,1,201
2,18,2,23,109,0,69
4,8,0,74,436,4,565
4,5,0,53,360,5,509
9,327,2,31,198,4,235
9,206,0,66,377,8,259
6,1,0,69,410,4,231
4,0,1,69,414,4,229
8,85,2,45,246,0,21
5,1,0,78,446,4,323
8,36,2,37,206,8,469
9,0,2,67,374,1,19
9,4,2,32,189,4,231
6,6,2,44,237,4,231
9,82,0,66,399,3,313
8,77,2,72,433,7,147
9,4,0,60,359,4,227
1,0,0,40,215,4,231
2,5,0,61,333,9,489
8,8,2,18,101,8,481
8,3,0,71,405,4,557
9,10,1,46,244,4,235
9,0,2,24,143,4,280
0,9,1,5,23,7,350
8,154,2,33,198,9,506
9,0,0,41,219,4,235
9,80,2,60,333,2,220
2,1,0,75,407,4,536
0,20,0,53,278,1,197
6,77,0,16,90,5,504
9,20,2,64,360,4,235
9,65,1,16,84,8,438
7,23,2,73,418,1,605
9,1,0,69,390,4,557
8,30,0,28,130,8,192
9,33,2,71,408,2,326
7,53,2,59,311,0,571
8,0,2,62,361,4,340
4,0,0,6,44,4,323
9,23,0,63,321,9,110
2,0,2,48,253,4,231
9,60,2,36,187,2,640
5,12,0,69,418,5,654
7,38,0,9,70,3,191
9,3,2,28,143,4,231
7,2,0,30,174,4,199
9,61,2,26,144,5,202
7,5,2,38,225,8,648
9,150,0,70,444,2,32
9,0,0,62,369,4,235
6,5,2,65,385,4,231
4,3,0,75,402,1,679
2,6,0,55,329,4,231
2,11,0,4,23,2,326
8,14,0,68,401,4,399
7,20,1,64,383,1,197
0,4,0,51,273,4,280
8,8,2,38,221,8,11
8,28,2,23,172,4,474
8,0,2,25,139,4,280
5,1,1,63,331,4,331
9,2,2,22,140,2,32
2,3,0,78,407,4,331
0,29,0,46,242,6,348
1,8,2,29,170,4,170
1,0,0,30,188,4,232
4,41,0,10,54,4,230
2,0,2,49,243,4,232
7,0,0,8,60,3,355
9,46,0,72,460,5,505
9,2,2,57,318,4,231
8,31,2,68,399,0,664
2,17,0,50,314,0,268
8,9,2,78,411,1,232
8,6,2,64,347,4,424
7,27,2,79,405,2,111
9,4,2,37,239,4,235
9,51,2,29,179,0,49
9,0,0,4,18,4,262
0,10,0,6,34,8,599
4,4,2,68,434,4,199
6,26,2,11,63,2,668
6,3,0,14,59,4,232
6,8,2,48,242,4,235
9,124,2,68,359,7,83
7,14,0,72,424,8,599
8,25,2,34,205,4,233
6,14,2,29,149,1,4
5,26,0,77,425,6,38
3,10,2,41,183,7,110
1,4,1,75,369,4,297
5,16,2,68,430,5,207
0,11,1,17,92,3,509
9,21,2,16,90,4,29
9,167,0,72,420,8,272
3,27,2,66,367,6,684
2,5,0,54,278,4,440
7,3,0,54,295,4,231
7,12,2,59,333,9,489
3,16,0,34,234,6,532
9,59,0,40,218,8,179
9,26,2,76,398,6,588
8,74,2,25,143,2,464
0,0,1,1,4,4,399
9,61,2,44,245,5,56
9,80,2,66,357,2,202
9,5,2,76,384,1,200
9,4,2,53,303,4,280
7,127,2,16,82,5,249
5,42,0,36,208,5,665
0,8,0,9,41,9,490
9,39,2,70,390,5,127
0,48,2,10,50,9,350
0,28,0,13,75,8,10
8,6,2,12,72,4,223
9,13,0,16,99,5,253
9,168,2,26,146,9,83
7,4,2,73,425,4,323
9,60,0,66,425,5,172
4,54,0,64,383,5,109
1,23,2,27,169,8,660
0,12,0,20,101,6,82
7,22,2,64,417,0,205
8,1,2,17,82,4,344
4,7,2,54,296,4,424
0,28,1,8,55,5,683
9,17,2,83,425,4,199
9,16,2,77,418,1,673
9,11,2,59,303,1,215
6,9,0,73,392,2,326
9,8,0,26,154,8,501
4,0,0,78,437,4,280
9,73,0,20,120,2,32
7,2,2,55,315,4,230
4,18,0,82,439,7,110
7,34,0,67,367,0,257
6,17,2,24,174,5,499
8,12,2,56,332,1,91
9,16,2,6,41,0,571
1,7,2,70,385,1,197
0,13,2,17,75,8,179
8,175,0,76,418,5,326
3,18,0,40,218,3,172
9,3,2,15,81,4,230
7,6,2,33,204,4,424
9,9,2,33,189,1,91
3,6,0,59,430,4,235
8,8,2,27,158,1,88
9,19,2,66,387,4,229
7,13,0,25,149,4,323
7,9,0,62,373,1,614
5,3,2,52,297,4,614
9,38,0,26,166,8,466
1,7,0,33,171,4,368
9,1,2,52,289,4,323
8,22,0,80,401,1,20
7,166,2,66,433,5,476
9,55,2,60,318,3,680
7,93,2,7,53,8,449
0,11,0,26,146,7,334
9,48,2,30,162,7,23
9,4,0,19,114,4,323
0,9,2,55,290,3,689
8,5,0,57,342,4,453
6,10,2,4,26,8,273
9,21,0,25,121,8,468
7,1,2,57,373,4,235
9,29,0,44,294,1,4
6,11,2,46,268,4,565
7,21,2,75,450,5,683
1,6,2,1,4,8,158
8,35,2,31,160,0,335
9,3,0,63,358,4,229
9,56,0,57,337,0,571
4,5,2,33,176,1,290
9,17,2,27,160,4,391
4,1,0,34,213,4,323
3,2,2,73,421,4,323
4,5,2,73,376,1,396
6,106,2,68,409,8,246
8,19,2,41,220,5,134
7,3,0,47,274,4,565
0,20,0,40,214,6,576
7,60,0,51,276,8,468
1,14,0,3,19,8,272
9,12,2,47,262,4,280
2,1,2,70,360,4,340
9,7,2,36,194,5,551
8,12,2,3,14,6,140
0,1,0,72,411,4,474
4,9,2,68,409,4,513
0,4,0,49,282,4,613
0,19,2,24,140,4,297
2,13,0,69,357,9,350
2,6,0,61,359,4,235
4,7,0,35,160,5,662
7,12,2,44,272,2,140
2,8,2,21,123,7,486
4,0,2,25,134,4,565
0,5,0,9,61,6,400
4,10,0,22,118,5,220
4,3,0,30,199,8,416
9,39,2,65,335,7,334
3,11,2,69,379,4,231
7,99,0,58,393,5,662
0,23,2,26,156,8,328
7,59,0,63,353,8,300
0,5,0,73,425,4,323
6,5,2,50,272,4,331
9,16,2,1,4,2,32
0,6,2,72,395,4,97
9,15,2,53,291,4,232
9,45,2,8,42,5,477
9,37,2,30,195,0,159
9,26,0,37,186,8,381
4,4,0,63,367,5,109
0,3,0,48,273,4,424
2,16,0,27,178,5,208
8,18,2,33,176,4,229
9,0,2,65,365,4,280
8,21,2,72,435,1,520
7,13,0,17,102,5,476
9,35,2,88,482,9,23
5,29,0,58,328,5,654
4,39,0,10,64,3,586
7,13,2,4,24,7,486
7,25,1,27,114,9,489
7,60,0,46,293,5,32
0,7,0,4,21,4,235
4,15,2,50,283,5,499
8,28,2,1,6,2,348
7,6,2,31,163,4,232
8,124,2,66,353,5,499
9,27,2,75,438,1,201
9,6,2,17,84,9,489
7,12,0,68,368,4,231
9,30,2,49,273,9,489
3,3,0,44,244,4,229
9,216,2,82,468,7,350
9,84,0,74,498,2,208
9,67,2,76,412,1,605
2,25,2,14,86,0,664
0,5,1,42,187,4,235
9,23,0,26,147,4,673
9,85,0,9,45,5,109
7,23,0,37,202,0,69
9,61,0,39,200,5,153
1,1,0,32,180,9,110
6,90,0,73,398,6,684
2,21,0,67,420,0,571
0,9,0,52,287,4,474
4,4,2,60,338,0,335
0,15,0,60,343,5,551
0,3,2,31,161,4,235
9,3,1,9,53,1,436
8,24,0,55,284,5,577
8,12,2,60,327,4,148
3,0,0,49,311,4,388
9,41,2,44,260,5,551
0,16,0,72,423,5,249
4,25,0,80,464,3,315
4,41,0,32,178,8,599
7,51,2,63,404,3,336
8,25,1,60,339,1,605
8,1,2,18,92,4,230
3,12,0,69,408,4,424
9,24,0,14,68,6,238
2,43,0,74,424,8,108
8,19,2,35,204,5,499
0,10,0,79,398,4,368
7,8,2,23,145,4,231
9,10,2,99,467,9,489
9,16,2,47,285,9,371
3,32,0,52,300,5,109
4,16,0,46,269,5,127
8,49,2,11,76,3,445
9,7,2,41,239,4,557
9,25,2,4,21,5,32
8,66,0,18,117,5,326
7,42,2,46,213,7,83
8,13,2,29,167,4,612
8,10,2,2,11,8,11
8,62,2,35,188,3,191
9,42,2,35,192,4,229
9,34,2,52,289,9,489
9,1,0,51,344,4,424
6,36,2,74,431,0,286
7,36,2,57,370,0,664
8,7,0,65,340,1,20
9,51,2,37,199,0,387
0,6,0,69,453,4,356
0,16,2,79,434,4,340
6,1,2,42,200,6,225
9,49,2,26,137,3,522
9,13,2,79,450,1,605
0,6,2,43,265,4,235
9,3,2,40,237,4,424
0,3,1,6,48,4,339
0,5,0,46,224,4,368
1,12,0,21,99,2,111
9,1,2,7,38,4,443
9,9,0,34,187,8,252
9,16,0,65,406,7,147
7,120,0,71,418,2,400
9,3,0,77,415,9,489
0,2,0,43,225,4,199
8,3,0,47,247,4,71
0,10,2,66,381,9,652
6,4,2,32,168,4,229
8,1,2,71,414,4,344
9,9,2,23,118,4,229
3,7,0,62,315,4,340
8,27,0,51,265,8,660
9,59,0,34,192,5,153
7,30,0,15,87,3,336
9,43,2,48,248,8,469
8,23,0,73,411,8,599
1,11,0,40,232,8,308
7,72,2,16,79,6,43
4,9,0,73,420,4,340
9,14,0,11,61,8,10
2,13,2,66,412,9,489
6,62,2,72,417,9,110
7,14,2,20,102,1,20
4,14,2,42,255,4,235
4,5,2,32,191,5,220
9,29,2,73,456,5,549
9,44,0,21,123,5,220
0,38,2,18,109,6,509
8,63,2,57,339,3,355
8,60,0,79,485,2,220
0,4,0,22,120,8,8
9,2,1,5,24,1,91
1,25,2,32,157,6,354
8,59,2,73,456,0,335
6,15,0,72,395,4,235
1,4,2,82,395,4,404
7,0,0,40,235,4,229
0,15,2,29,155,7,334
7,40,2,37,240,2,599
6,34,0,72,414,9,506
5,15,2,22,121,5,477
9,45,0,46,254,8,11
0,5,0,58,373,4,232
6,12,0,59,389,5,202
8,2,2,41,232,4,323
7,1,2,68,411,4,235
1,11,1,7,29,4,29
2,1,0,54,287,4,235
9,31,2,76,439,3,663
6,30,2,15,98,6,554
0,78,0,77,432,5,603
1,17,2,63,361,5,655
8,9,0,57,340,4,231
6,19,0,53,304,3,58
5,26,0,21,114,5,551
8,20,0,44,222,8,10
8,19,2,59,364,9,110
9,63,2,71,371,9,350
9,1,2,47,256,4,323
8,2,2,72,392,4,231
0,10,0,76,379,4,280
2,24,2,7,43,5,477
9,21,2,76,427,0,176
2,4,1,27,154,4,280
8,16,2,66,360,4,231
6,95,0,37,232,5,683
2,24,0,33,196,8,497
9,28,0,27,169,8,179
6,19,0,36,227,7,540
8,39,0,82,456,2,220
4,0,0,35,199,4,227
9,51,2,76,418,7,147
9,6,0,50,316,4,557
0,21,2,11,61,5,172
4,17,2,32,194,3,355
3,9,0,78,435,4,440
7,1,2,17,99,0,49
0,3,0,55,287,1,19
6,7,2,72,484,0,21
9,21,0,25,121,8,466
2,4,2,59,299,4,399
8,10,2,67,378,1,4
9,17,2,27,150,5,509
8,75,2,72,425,5,662
7,0,2,51,312,4,344
3,1,0,63,370,4,431
0,17,0,83,387,8,599
9,4,0,26,156,4,266
7,0,2,48,262,4,280
6,8,2,20,118,4,231
7,23,0,50,320,5,127
7,9,2,26,148,4,235
9,58,2,39,207,4,542
0,27,2,23,151,5,551
0,56,0,58,384,5,645
1,11,2,70,451,2,103
4,4,2,54,285,4,474
9,79,0,10,61,2,140
4,3,2,70,358,0,387
9,35,2,25,139,1,135
8,151,2,80,449,0,335
6,16,0,72,421,5,207
6,9,2,75,459,4,340
8,17,2,12,63,8,246
4,4,2,34,186,4,391
9,15,1,7,30,0,335
9,29,2,68,406,1,4
8,3,2,5,31,4,399
5,17,0,15,99,5,654
0,40,0,71,437,6,576
8,3,0,68,373,4,231
6,0,0,19,101,4,323
9,73,0,79,491,2,177
7,2,2,71,424,4,235
8,30,2,40,223,1,215
0,13,0,71,430,4,229
0,4,0,24,150,4,232
0,33,0,45,314,3,259
6,2,0,31,183,4,235
9,6,0,78,423,4,557
9,6,1,43,260,4,424
0,28,0,48,276,5,549
8,7,0,66,367,5,134
7,80,2,55,404,5,662
9,2,0,67,360,4,399
2,20,0,77,448,6,509
9,15,2,68,369,4,474
8,8,2,76,404,4,557
6,69,2,23,121,6,588
8,29,2,56,296,8,11
6,60,0,75,412,0,571
9,51,2,37,237,4,229
9,23,2,18,102,8,14
8,50,0,16,81,8,153
7,0,2,34,210,4,231
8,11,2,66,391,4,431
0,0,0,33,174,4,323
0,12,2,63,431,6,82
7,17,0,48,267,0,387
7,30,2,13,61,0,22
8,88,2,43,260,5,202
9,10,2,10,68,2,668
9,9,2,63,364,4,232
0,44,1,23,108,6,512
2,21,0,3,12,8,468
9,17,2,19,116,4,392
4,6,2,37,198,1,199
8,2,2,52,370,3,315
9,178,2,44,273,3,355
0,0,0,65,375,4,395
4,16,0,35,190,8,430
4,2,0,42,212,4,235
7,3,0,54,267,4,235
0,12,2,164,923,4,323
1,11,0,74,376,1,197
4,1,0,74,400,1,91
9,21,2,43,219,2,348
7,91,2,39,214,5,134
7,48,2,15,108,0,69
4,2,2,26,126,4,235
8,144,2,21,144,6,259
6,2,2,62,360,3,522
9,149,2,11,52,5,109
5,2,0,34,165,4,613
9,32,0,64,334,7,596
2,71,2,29,148,5,551
0,10,0,42,211,5,551
8,5,2,61,353,4,323
6,6,2,27,159,1,215
0,7,0,69,412,3,596
0,17,0,20,109,5,645
0,19,2,43,222,6,603
9,0,2,7,42,4,232
9,2,2,69,394,4,311
9,2,0,11,87,4,231
8,10,2,59,342,1,20
8,15,2,9,43,6,684
0,4,0,77,423,4,368
9,67,2,54,314,3,259
7,2,0,31,162,4,424
7,10,2,55,309,4,453
8,12,0,16,111,2,326
9,0,0,33,173,4,344
5,5,2,39,213,4,235
7,36,2,38,209,5,662
2,1,0,81,453,4,567
0,3,0,20,128,4,235
4,7,2,72,462,4,232
7,78,0,39,239,2,208
5,1,0,54,323,4,235
9,77,1,41,264,3,259
9,1,2,86,442,4,311
1,10,0,64,394,5,172
0,0,0,12,60,8,10
9,23,0,25,130,6,354
9,27,2,66,365,0,49
9,0,2,10,63,4,231
9,5,0,53,307,4,404
9,55,0,20,98,7,83
8,113,2,37,186,2,103
7,13,2,40,230,4,229
0,37,0,68,331,3,0
4,10,2,20,121,2,499
0,9,0,35,168,4,424
0,42,0,50,300,6,82
9,0,2,23,114,4,440
8,66,2,70,408,2,220
5,79,0,77,465,6,400
8,12,0,79,392,3,58
7,4,2,75,390,4,323
6,62,2,24,158,5,165
5,4,0,79,470,5,499
7,36,0,7,35,7,350
9,128,0,39,229,5,668
3,0,0,44,236,4,368
9,0,2,27,160,4,227
9,1,0,50,290,8,112
6,18,2,25,144,4,54
9,4,0,70,422,4,148
2,2,2,67,365,4,235
9,3,2,75,410,4,323
9,68,2,68,403,1,397
6,11,0,31,173,5,134
3,2,0,71,419,4,323
9,21,0,35,176,9,23
6,36,2,32,179,2,326
6,45,2,55,301,9,350
6,9,2,77,419,4,231
0,1,1,10,56,4,366
4,2,2,36,207,2,111
6,16,0,84,501,5,153
8,0,2,54,297,4,323
9,18,0,66,376,5,551
9,2,2,11,53,1,91
9,0,2,70,367,4,323
9,38,0,58,322,4,614
0,3,2,22,121,4,391
2,2,2,44,269,4,565
