usefulCount,compound,rating_binary,word_count,char_count,numericalCondition,numericalDrugName
2,0,0,58,325,4,399
3,0,0,46,286,4,458
1,2,1,54,319,4,513
20,2,1,31,163,4,229
48,0,1,75,419,3,441
7,2,1,3,17,8,468
2,0,0,36,193,4,424
28,0,1,39,243,5,683
7,2,1,11,76,8,246
4,2,1,31,185,4,72
59,0,0,8,64,5,662
3,2,1,44,283,4,227
34,2,1,56,274,3,525
11,2,1,82,486,1,679
2,2,0,62,378,4,280
11,2,1,56,296,4,399
4,0,1,53,344,4,302
0,2,1,73,411,4,233
25,2,1,68,416,0,57
21,2,1,51,314,3,315
3,0,0,32,173,4,232
18,2,1,2,14,8,381
15,2,0,58,320,3,550
4,0,1,79,413,8,569
15,0,1,39,186,8,308
92,2,1,70,424,5,172
5,0,1,61,370,4,227
100,2,1,46,260,5,56
49,2,1,49,266,1,18
26,1,1,7,45,0,49
12,2,1,27,147,4,474
3,0,1,44,285,4,235
19,0,1,40,251,2,172
22,0,1,27,175,8,143
72,2,1,35,228,2,68
17,0,0,49,277,6,445
14,0,1,121,726,2,32
68,0,1,46,264,3,163
8,2,1,75,384,9,489
62,2,1,52,320,0,571
22,2,1,60,352,0,49
0,2,0,54,329,4,235
91,2,1,33,196,6,554
4,2,1,25,130,1,91
21,0,1,29,141,6,372
3,0,0,43,251,4,231
8,2,0,70,359,4,235
0,2,0,41,227,4,129
68,0,0,21,121,8,438
9,0,0,26,157,8,308
70,2,1,47,244,5,662
145,0,1,30,163,8,468
23,2,1,71,385,7,147
25,0,0,16,140,5,153
10,0,1,66,377,2,32
18,0,1,53,330,8,308
10,2,0,42,253,0,664
1,2,1,41,240,4,76
10,2,1,44,259,4,230
26,2,1,7,35,6,603
485,2,1,72,400,8,468
26,2,1,68,406,1,197
1,0,1,63,342,4,231
57,2,0,21,123,7,378
3,0,1,10,54,4,235
19,0,1,20,108,9,147
7,0,0,55,297,4,148
20,0,0,11,62,2,668
4,0,0,65,398,4,431
9,0,0,37,214,4,72
1,0,0,21,109,4,671
2,0,1,36,219,4,395
46,0,1,32,180,8,599
0,0,1,74,423,4,235
43,2,1,76,442,7,489
38,1,0,66,399,3,355
0,0,0,31,182,4,280
6,0,1,46,244,4,474
3,2,1,43,259,4,302
1,0,0,14,84,8,8
0,0,1,68,405,4,323
49,0,1,43,228,6,38
28,2,1,71,401,1,197
18,0,0,21,139,5,654
42,2,1,76,387,8,651
2,0,0,66,371,4,391
6,0,1,58,345,1,290
7,2,1,13,68,4,229
12,0,1,68,445,0,69
45,2,1,69,395,5,207
47,2,1,50,314,9,489
19,2,1,65,400,4,344
6,2,1,48,265,1,197
1,0,1,72,390,4,323
39,0,1,30,170,6,372
4,2,0,44,265,1,397
121,0,1,30,167,7,490
72,2,1,72,408,5,621
11,0,0,41,222,8,275
5,2,1,59,316,4,368
5,0,0,70,399,4,424
8,0,1,64,371,4,424
4,0,1,44,242,4,557
45,0,1,63,415,3,317
1,0,0,73,386,4,323
4,2,1,76,436,4,324
0,0,1,71,444,4,235
82,0,1,66,399,3,315
27,2,1,33,170,6,684
2,2,1,2,9,1,197
4,0,0,24,131,4,231
2,2,0,31,202,4,229
1,2,1,73,423,4,323
53,2,1,30,186,5,662
7,1,0,10,60,4,229
49,0,1,70,387,5,153
2,0,1,34,216,4,323
3,2,1,64,385,4,557
22,2,1,24,124,4,614
27,2,1,58,293,7,334
2,2,1,33,172,4,235
0,2,0,60,335,4,399
13,0,0,78,420,4,368
70,2,1,72,417,5,645
45,0,1,68,367,5,109
6,2,1,53,308,4,456
1,0,1,32,157,4,229
2,2,1,67,363,4,424
30,0,0,25,171,6,603
17,2,1,83,407,9,489
5,2,1,62,379,4,424
15,2,1,66,393,0,22
12,2,1,87,440,7,489
23,2,1,67,408,0,268
19,0,0,12,72,5,445
29,2,0,24,118,8,43
96,2,1,78,428,6,512
7,0,0,60,389,4,232
10,2,1,19,106,1,18
8,2,1,45,206,4,230
11,0,1,61,347,8,246
0,2,1,47,255,4,323
7,2,1,47,242,9,334
24,0,1,51,292,4,404
13,2,0,52,333,4,340
41,2,1,77,440,9,490
11,0,0,44,275,4,232
9,0,1,73,418,4,235
7,0,1,52,305,4,311
1,1,1,6,36,5,56
3,0,0,35,178,4,673
12,2,1,17,85,3,663
38,2,1,47,306,8,11
7,2,1,45,269,1,197
1,2,0,68,366,4,232
23,2,0,8,47,2,208
1,0,0,46,238,1,290
76,0,1,14,93,5,202
63,2,1,13,73,3,620
10,0,0,72,426,4,235
2,0,1,72,388,4,235
16,0,1,58,346,1,290
114,0,1,64,435,6,140
3,2,1,33,174,4,323
2,2,1,34,173,4,229
6,2,1,50,282,4,424
16,2,1,44,274,6,617
7,0,1,21,115,4,323
41,0,1,37,196,5,109
9,0,1,36,222,8,11
42,0,1,67,408,0,109
55,0,1,34,204,5,134
8,2,0,72,427,4,399
2,2,0,70,387,4,424
1,0,0,70,394,4,324
60,0,1,68,399,2,220
3,0,1,70,428,4,166
53,0,0,36,182,9,506
1,2,0,20,128,4,341
3,0,1,33,218,4,398
32,2,1,20,121,3,445
86,0,1,38,203,5,172
14,2,0,62,358,4,227
0,2,1,49,265,4,399
6,2,0,55,325,4,229
2,0,0,27,155,4,199
0,0,0,75,402,4,353
6,0,1,72,391,5,551
2,2,1,69,391,4,280
30,2,1,29,157,8,359
21,2,1,65,369,7,147
38,0,1,60,328,6,372
34,2,1,67,442,4,267
24,0,0,32,173,7,147
1,0,0,38,223,8,126
141,0,0,59,367,5,56
1,2,0,17,87,4,235
30,2,1,78,569,3,549
22,0,1,62,404,0,387
3,0,0,17,82,6,684
0,2,0,24,128,4,495
26,0,1,48,287,4,229
22,2,0,17,94,1,156
8,2,0,54,310,1,457
30,0,1,33,170,4,231
4,0,1,11,63,8,468
24,0,0,35,204,4,232
12,0,1,74,388,2,202
50,2,1,45,219,7,83
4,0,0,19,117,4,338
3,2,1,46,248,4,260
23,2,1,65,368,0,664
5,2,1,25,146,4,424
1,0,0,74,383,4,149
4,2,0,43,222,1,91
63,0,1,56,308,8,468
12,0,1,29,175,5,109
5,2,1,58,326,1,24
28,0,1,11,66,2,153
5,0,0,28,148,4,671
16,2,1,49,296,7,147
31,0,1,68,488,6,400
17,2,1,57,337,8,328
209,0,1,68,405,5,665
38,2,1,69,337,9,489
11,2,1,23,122,0,22
36,2,0,36,217,7,110
27,0,0,71,531,8,466
5,0,0,28,155,4,229
3,0,0,74,419,4,399
20,2,0,78,416,6,82
17,2,1,54,326,9,489
31,2,0,31,186,8,629
11,0,0,65,404,5,645
34,2,1,64,346,9,489
4,1,0,8,37,4,148
31,2,1,60,366,1,215
132,0,1,55,354,2,220
19,0,0,32,160,3,317
25,2,1,69,408,5,662
8,0,1,49,264,8,468
72,2,1,54,291,3,549
15,2,1,16,87,4,399
20,2,1,33,194,4,199
12,0,0,14,86,3,539
0,2,1,48,280,8,308
6,2,1,11,52,4,474
24,2,1,16,93,7,540
4,2,0,47,241,4,231
7,2,1,27,149,1,91
2,0,1,44,261,4,229
21,0,1,70,397,5,208
9,0,0,47,260,0,69
10,2,1,73,410,4,235
6,0,1,68,357,4,235
11,2,1,76,480,4,614
19,2,0,51,271,7,147
13,2,1,37,184,4,166
0,2,1,59,330,4,323
4,2,0,31,179,7,110
1,2,0,42,252,4,231
11,0,0,33,179,4,368
24,0,1,66,388,5,654
9,2,1,79,428,4,280
18,2,1,68,393,2,326
11,2,1,60,333,0,386
3,2,0,69,408,4,424
25,0,1,42,272,4,170
17,0,1,33,153,9,489
8,0,0,53,240,7,147
53,0,1,79,433,1,199
94,0,0,26,155,8,43
25,0,0,45,245,5,207
53,0,1,47,237,6,509
2,2,1,55,336,4,280
4,0,0,69,376,4,453
3,2,1,64,328,9,490
19,0,0,25,148,4,340
24,0,0,66,424,5,202
3,0,1,62,351,8,62
30,2,1,19,117,3,445
60,0,1,40,199,8,11
55,2,0,16,70,6,603
29,2,1,39,256,5,655
4,0,1,40,241,8,115
31,0,1,22,134,0,387
9,2,1,51,251,1,614
0,2,1,46,245,4,399
2,0,0,43,243,4,148
111,2,1,24,137,5,683
6,2,0,60,350,3,680
9,0,1,44,268,4,229
18,2,1,40,224,1,20
35,2,1,49,315,7,334
3,2,0,18,112,4,235
11,2,1,11,56,0,387
31,2,1,27,163,0,664
2,0,1,59,294,4,72
58,2,1,38,202,2,640
53,0,1,74,412,3,120
21,0,1,25,140,2,32
13,2,1,54,351,4,231
1,0,0,8,50,1,20
3,0,0,21,115,5,134
67,0,1,21,105,9,350
75,0,1,72,442,2,111
17,2,1,34,179,6,603
14,0,0,24,123,7,147
29,2,1,39,236,6,38
0,2,1,53,293,4,399
62,0,0,13,69,5,0
61,0,1,69,410,8,10
7,2,0,40,224,4,614
5,0,1,18,117,5,172
5,0,1,25,143,8,14
108,0,1,22,118,8,10
5,0,0,47,234,4,565
46,0,1,42,290,3,683
59,2,1,3,26,2,640
6,2,0,83,472,4,424
12,0,1,26,135,7,110
13,2,0,33,190,4,280
9,0,0,16,106,2,111
14,0,1,19,90,8,11
9,0,0,12,69,4,231
3,0,1,67,399,4,266
31,2,1,17,118,8,659
24,2,0,70,375,5,621
1,2,0,30,160,4,608
56,2,1,6,38,8,468
12,2,1,71,423,1,156
9,2,1,25,140,1,91
8,0,0,37,188,4,424
20,2,0,19,109,6,684
6,2,1,42,239,4,232
15,2,1,90,476,7,489
31,0,0,25,156,3,309
61,2,1,53,283,5,683
21,0,1,56,310,4,148
5,0,1,59,308,4,356
0,0,1,78,438,8,597
0,2,1,44,256,4,443
9,2,1,76,435,4,424
59,2,1,56,316,2,103
14,2,1,8,42,9,489
16,0,0,31,220,2,103
1,0,1,72,428,4,311
32,2,1,24,141,6,555
3,0,1,30,153,4,565
3,0,0,29,176,4,613
29,1,0,3,19,3,0
11,0,0,45,269,2,220
13,0,0,37,219,4,565
187,0,1,24,135,2,111
38,0,1,52,274,4,344
2,0,0,61,376,4,424
13,0,0,21,120,4,235
25,2,1,30,171,8,11
23,2,1,26,165,9,23
18,2,1,69,393,7,334
29,0,1,55,292,8,581
3,2,1,56,329,4,340
23,2,1,38,218,4,232
281,2,1,76,430,2,111
5,0,0,45,234,4,235
47,0,1,16,74,2,177
4,2,1,2,7,9,489
1,1,0,5,28,6,691
9,2,1,72,403,0,335
26,0,0,5,33,6,563
2,2,1,3,14,8,10
6,2,0,46,250,4,687
7,0,1,66,360,4,392
17,2,1,77,422,0,21
7,0,0,76,410,4,424
20,2,0,62,344,4,340
6,0,0,52,363,4,440
12,0,1,57,286,4,229
5,0,0,86,476,4,323
24,0,1,28,181,8,462
92,2,1,75,424,4,280
12,2,1,36,223,1,215
10,2,1,36,208,4,232
49,0,1,53,305,7,147
1,2,0,65,363,0,49
124,0,1,44,244,7,452
19,0,0,6,32,8,14
0,2,1,74,376,4,424
48,0,1,28,161,5,552
7,0,1,69,354,4,323
72,0,1,58,362,0,49
6,0,1,65,337,4,166
2,0,0,13,59,1,197
39,2,1,58,327,6,82
3,0,1,21,111,4,356
17,0,0,57,338,3,355
28,2,1,28,153,3,191
29,2,1,46,271,7,334
14,2,1,17,88,6,555
31,0,1,67,374,2,140
32,0,0,71,390,0,21
46,0,1,37,214,2,348
28,0,1,61,338,7,147
1,0,0,33,201,4,671
83,0,1,58,331,3,163
57,2,1,76,414,9,83
2,0,1,14,109,4,148
16,0,0,50,316,7,540
38,0,1,73,399,1,520
11,0,1,11,48,4,170
47,2,1,63,363,8,599
34,2,1,77,436,7,147
2,0,1,76,450,4,557
56,0,1,25,160,5,0
2,2,0,11,64,4,229
5,0,0,30,195,4,235
11,0,1,42,234,5,172
7,2,1,56,298,4,673
28,0,1,65,433,2,275
32,0,1,65,344,7,83
6,2,0,66,375,2,603
14,2,1,66,362,0,479
11,0,1,53,305,2,220
92,0,1,71,436,5,253
2,0,0,75,407,4,231
27,0,1,70,378,4,565
78,0,1,65,392,2,499
3,2,1,64,348,1,18
48,1,1,70,389,5,665
31,2,1,19,108,6,588
85,0,1,80,416,8,469
83,2,1,57,283,2,109
43,2,1,29,183,6,39
5,2,1,40,207,4,474
8,2,1,60,339,4,72
20,0,0,9,40,2,68
6,1,1,15,79,8,11
10,2,0,41,183,7,147
59,2,1,47,294,3,315
16,2,1,56,302,4,232
37,0,1,75,382,9,83
18,2,1,50,279,7,110
55,2,1,76,461,3,355
26,0,0,76,428,6,372
11,2,1,51,282,1,197
6,2,1,33,204,4,235
65,0,1,32,209,9,489
11,0,0,81,392,4,235
6,0,1,75,427,5,172
9,2,1,35,208,4,231
9,2,0,44,224,4,513
10,2,1,39,218,4,424
4,0,1,64,403,4,235
82,2,1,26,195,6,354
18,0,1,80,404,7,334
26,2,1,56,327,4,235
5,0,0,32,160,5,551
2,2,0,60,319,4,199
1,2,0,64,366,4,235
17,2,1,51,234,9,147
2,0,0,25,141,4,229
47,0,1,38,220,9,23
21,2,1,78,415,7,489
6,0,0,32,165,4,280
1,0,1,40,262,8,5
21,2,1,12,93,8,438
5,0,1,11,48,1,672
97,2,1,20,106,2,103
37,0,1,42,214,7,182
3,0,0,38,277,4,323
128,0,1,61,363,5,645
77,2,1,49,304,3,313
20,1,0,4,23,5,172
10,2,1,45,241,9,489
18,1,0,22,140,5,315
61,0,1,70,390,2,220
6,2,1,36,184,4,231
3,0,0,40,243,4,170
11,2,1,69,411,4,565
18,2,0,61,336,7,110
44,0,0,55,319,0,286
15,0,0,29,159,4,461
1,2,1,53,281,4,199
2,2,0,2,15,6,68
3,2,0,72,368,4,229
4,0,0,71,384,7,350
38,0,1,67,407,2,668
45,2,1,46,270,1,673
2,2,0,68,395,1,231
34,2,1,32,140,7,147
9,2,1,11,48,0,236
61,0,1,29,186,5,387
68,0,0,29,144,2,657
7,2,1,70,418,5,109
13,2,1,60,345,4,280
54,0,1,77,484,5,499
3,2,1,25,187,2,668
0,2,0,66,410,4,340
18,2,1,35,196,4,235
10,0,0,34,200,4,166
3,0,1,41,232,4,344
19,0,0,62,356,5,326
5,2,1,40,235,1,397
11,0,1,75,403,7,334
32,0,1,79,394,5,109
152,0,1,13,81,5,43
43,2,1,62,359,9,490
10,0,1,36,200,5,499
50,2,1,70,370,4,232
10,2,1,76,421,9,489
10,0,1,29,171,8,108
133,0,1,36,219,7,110
14,0,0,76,404,1,290
24,2,1,79,403,9,23
13,0,1,43,251,4,340
4,0,0,80,431,1,199
3,2,0,44,264,4,232
12,0,0,21,111,8,246
46,0,0,48,309,9,350
8,2,1,39,205,8,599
42,0,0,42,240,0,257
80,2,1,33,204,3,315
1,2,1,38,202,4,323
5,2,0,76,410,4,266
75,2,1,58,292,5,322
33,1,1,7,45,3,164
124,0,1,71,401,5,208
6,2,1,18,99,4,231
5,2,1,24,124,4,235
35,2,1,79,413,9,490
54,2,1,18,87,8,581
16,0,1,38,228,4,231
16,0,1,36,183,7,110
1,2,1,64,381,4,424
115,2,1,45,243,6,603
4,2,1,64,372,4,440
55,2,1,61,370,3,317
7,2,1,67,397,4,672
6,0,1,64,354,1,20
18,2,0,3,29,6,82
3,0,0,40,233,4,231
6,2,1,68,395,4,391
18,0,1,50,306,8,187
5,1,1,50,283,4,565
8,0,0,42,272,4,613
10,0,0,14,79,3,549
5,2,0,66,395,1,397
6,2,1,33,192,9,489
0,2,0,51,311,4,235
7,0,0,37,226,4,431
169,2,1,63,334,2,103
19,2,1,11,53,0,571
5,0,0,35,192,8,566
28,2,1,76,368,6,38
9,2,1,3,19,8,599
11,0,0,35,200,4,230
1,0,0,31,167,4,229
12,0,0,66,363,0,159
36,2,1,60,326,9,489
1,0,1,63,370,4,399
7,2,1,13,82,8,11
16,2,1,63,383,9,110
36,2,1,65,339,3,317
6,2,1,10,53,2,275
1,0,1,29,162,4,235
3,2,1,68,356,7,334
12,2,1,68,440,5,134
7,0,0,62,355,4,424
2,2,0,70,444,1,679
9,2,1,55,304,1,20
78,2,1,31,162,5,551
3,2,1,71,420,4,368
37,1,1,4,24,2,140
8,0,0,60,329,4,368
33,2,1,72,412,0,335
4,0,1,76,391,9,490
328,2,1,61,378,9,23
2,0,0,18,92,4,235
1,2,1,63,363,4,557
8,1,0,16,77,0,387
13,0,0,66,371,4,323
6,0,1,4,33,5,45
7,0,0,73,443,4,166
11,2,1,76,482,4,280
47,2,1,24,162,2,177
0,2,1,72,407,4,611
28,2,1,39,217,4,424
12,1,1,80,430,1,290
38,0,1,39,220,6,38
22,2,1,34,251,3,202
3,0,1,49,245,9,489
19,0,0,81,438,3,445
16,0,0,65,379,2,477
34,2,1,31,186,4,458
13,2,1,63,366,5,134
81,2,1,33,191,8,11
3,0,0,8,50,4,612
3,0,0,25,126,4,424
16,2,0,52,319,5,499
56,2,1,11,67,2,464
8,0,0,29,184,4,166
20,2,1,76,364,7,350
2,0,0,25,124,8,308
59,2,1,73,460,0,21
6,0,1,43,253,4,231
24,0,1,68,424,2,111
16,0,0,76,456,6,140
1,1,0,2,12,4,71
95,0,1,72,421,5,665
3,0,0,65,384,4,235
138,0,1,43,232,7,452
11,2,1,25,124,5,551
172,2,1,57,338,2,103
9,2,1,43,247,4,235
1,2,1,74,403,6,684
7,0,0,73,416,4,231
10,0,0,35,201,4,429
27,2,1,36,194,9,334
3,0,1,53,299,4,170
65,2,1,83,513,5,172
3,2,1,40,218,4,344
20,2,0,62,344,4,231
7,0,1,63,367,4,232
108,0,1,72,448,4,323
74,0,1,46,287,8,113
24,0,0,84,427,5,220
204,0,0,25,135,4,323
55,0,1,42,198,9,83
3,2,0,34,198,4,613
5,0,0,48,264,4,391
9,0,0,64,374,4,356
156,0,1,43,265,5,665
16,0,1,75,349,4,368
65,2,1,63,393,2,326
12,2,0,22,118,4,229
103,0,1,21,132,8,468
2,2,1,30,155,4,323
17,0,1,77,416,3,663
9,0,0,50,323,8,468
3,2,1,66,382,4,235
15,0,0,69,374,6,684
16,0,1,59,348,8,468
34,0,0,44,248,7,652
9,2,0,44,245,4,229
8,0,0,37,202,9,489
2,0,1,53,302,4,227
3,2,0,27,140,4,148
15,0,1,24,148,5,505
4,0,1,76,424,4,230
0,2,1,16,94,4,323
1,0,0,25,151,4,495
23,0,1,42,266,5,326
19,2,0,36,196,6,603
36,2,1,5,27,9,23
7,2,1,67,351,4,235
17,0,1,48,262,8,405
30,2,1,33,187,1,137
32,0,1,34,191,5,153
95,0,1,22,141,5,109
2,0,0,77,371,7,489
37,2,1,78,448,0,664
50,2,1,57,365,3,261
2,2,1,32,196,4,460
22,2,1,73,411,0,146
110,2,1,27,175,5,312
34,2,1,40,209,3,254
2,2,0,69,364,2,111
51,0,0,61,380,0,141
17,2,0,82,437,5,102
20,2,1,39,250,4,454
2,0,0,64,370,4,424
24,0,0,18,108,5,683
90,2,1,26,153,8,246
11,0,0,40,207,4,232
9,2,1,7,54,8,381
4,0,1,48,259,4,424
0,0,0,68,371,1,20
23,0,1,18,123,2,348
13,0,0,47,268,5,202
2,0,0,84,455,4,368
16,0,1,20,116,4,323
21,0,1,15,73,8,274
0,2,0,30,162,4,280
168,2,1,60,355,5,551
67,0,0,34,201,5,134
9,0,1,2,8,8,11
13,2,1,72,372,1,215
7,0,1,46,267,4,458
1,0,1,67,371,4,557
16,2,1,71,400,2,326
33,2,1,71,411,1,197
5,0,1,63,342,7,110
7,2,1,57,459,3,191
41,0,1,62,387,3,313
1,0,0,32,196,4,583
8,2,1,47,285,4,280
21,2,1,4,21,3,315
0,2,1,42,247,4,232
5,0,0,76,446,4,232
21,2,1,36,235,5,172
3,2,1,3,14,0,387
26,2,1,68,389,2,668
8,2,1,22,108,4,298
5,0,0,11,60,6,588
17,2,1,26,133,7,23
52,2,1,38,192,7,83
35,2,1,63,336,1,290
10,0,0,42,229,4,199
8,0,0,53,316,4,565
4,0,1,37,198,6,684
42,2,1,73,423,9,490
7,2,0,33,193,4,229
91,2,1,50,309,5,655
51,0,0,9,64,2,657
14,0,1,41,220,0,146
2,0,0,34,146,4,613
33,2,1,70,399,6,43
15,0,1,45,257,8,125
8,2,1,65,361,5,109
47,2,1,38,208,3,509
10,2,1,32,148,4,368
12,2,0,47,262,4,235
63,0,1,53,333,5,202
157,0,1,35,210,2,208
5,2,0,19,87,4,235
27,2,1,71,420,8,352
0,0,0,77,406,4,148
75,2,1,19,98,5,56
58,2,1,24,134,5,0
20,1,1,78,440,4,424
26,0,1,62,331,1,614
5,0,0,48,268,4,169
3,0,0,67,351,4,166
2,0,0,23,129,4,391
1,0,1,65,356,4,199
1,2,0,66,346,4,424
5,0,0,82,440,4,424
7,2,1,32,180,5,509
131,0,1,19,112,6,603
113,2,1,2,11,8,468
93,0,1,14,76,8,466
8,0,1,38,234,4,324
14,2,1,8,49,0,49
27,0,0,22,121,5,326
28,2,1,61,334,7,334
7,0,0,76,387,4,148
4,0,1,26,156,4,231
29,0,0,69,421,5,127
50,2,1,68,391,9,110
34,0,0,59,378,3,355
25,2,1,85,390,7,147
37,0,1,34,204,5,654
7,2,1,18,95,4,231
1,0,1,65,371,4,557
22,2,1,87,423,7,486
24,2,1,19,108,3,509
6,2,0,20,107,4,453
5,0,0,76,398,4,227
5,2,1,47,263,1,91
2,2,0,46,253,4,235
19,0,1,27,166,5,477
5,2,0,66,375,4,453
152,2,1,21,126,5,56
8,2,0,73,458,4,424
1,0,0,71,434,4,227
3,2,0,25,137,4,227
143,0,1,81,419,2,111
14,2,0,74,445,4,231
11,2,1,70,386,4,455
7,2,1,76,395,4,230
2,0,0,41,223,4,557
27,2,1,37,218,4,424
12,2,0,40,258,5,662
23,2,1,35,219,6,576
10,2,1,31,186,9,489
1,0,0,54,302,4,170
21,0,0,36,195,6,563
44,0,1,24,131,2,68
0,0,1,64,405,4,235
7,2,1,80,455,1,564
16,0,1,73,473,5,401
6,1,1,9,48,1,91
22,0,1,70,495,3,315
8,2,1,71,366,4,280
20,0,1,31,166,4,229
10,2,1,9,43,0,22
75,2,1,31,204,3,355
17,0,0,27,128,6,603
64,0,0,42,265,5,172
8,2,1,79,483,1,4
25,0,1,80,422,7,334
12,2,0,22,119,8,11
55,2,1,34,258,6,38
2,2,0,17,98,1,91
6,2,1,56,346,8,599
21,0,0,68,368,6,82
77,0,1,24,136,5,127
82,2,1,52,276,7,350
56,0,1,51,339,5,546
64,0,1,87,484,8,660
6,1,0,18,100,8,274
3,0,1,66,335,4,323
5,2,0,54,299,1,397
0,2,1,29,135,1,91
14,2,1,79,429,9,489
43,2,1,29,176,8,466
5,2,1,48,261,4,340
4,0,1,15,86,8,11
72,2,1,47,266,7,147
23,0,1,12,74,3,509
30,0,1,32,183,1,574
50,0,0,70,385,2,153
16,2,1,23,113,4,340
137,2,1,73,452,6,140
36,0,1,37,194,8,381
52,2,1,61,359,0,335
3,2,1,54,291,5,551
2,2,1,44,237,4,340
1,2,1,44,274,4,235
33,2,1,72,419,4,199
35,0,1,30,164,2,348
29,2,1,80,433,4,565
1,2,1,29,166,4,280
14,2,1,75,401,9,147
28,2,1,38,221,5,109
5,2,0,43,225,4,231
0,2,1,34,204,4,232
5,2,1,45,208,5,662
15,0,1,31,189,8,660
11,0,0,21,118,1,397
21,2,1,23,122,6,38
65,0,1,18,102,5,387
60,2,1,83,466,9,489
27,0,1,75,446,2,220
8,0,0,18,107,3,0
180,2,1,31,190,0,69
0,2,0,69,422,3,121
6,2,1,80,384,4,235
8,0,0,73,394,4,340
7,2,1,18,94,9,489
23,0,0,25,160,8,599
34,0,1,10,52,7,334
9,2,1,19,125,3,315
7,0,1,60,327,4,424
24,2,1,34,196,8,274
18,2,0,23,131,4,232
85,0,1,42,277,5,109
5,0,0,30,181,4,458
26,2,0,37,252,5,476
4,0,0,76,407,4,424
13,2,1,67,375,4,235
109,2,1,23,129,3,120
25,2,1,61,363,2,275
5,2,1,63,366,4,614
18,0,0,41,205,8,599
2,2,0,33,190,4,232
18,2,0,10,63,0,526
1,0,1,80,418,4,323
8,0,0,67,362,4,223
48,2,1,54,332,3,539
3,2,1,49,277,1,613
8,2,1,59,373,3,57
5,0,1,15,104,4,235
51,2,1,64,361,0,49
46,2,1,63,330,4,231
24,2,1,33,196,4,29
6,2,1,40,199,9,490
80,0,1,54,283,2,111
40,0,1,28,165,8,439
192,0,1,37,207,8,259
11,2,1,27,132,9,83
47,2,1,58,359,0,57
32,2,1,75,431,5,208
12,2,1,61,355,0,664
19,0,1,77,430,2,220
2,0,0,39,245,5,645
10,0,1,62,339,9,489
24,2,1,27,155,7,486
20,0,1,23,135,5,127
25,0,0,15,92,8,633
66,2,0,21,116,2,103
55,2,1,39,245,8,10
1,2,1,63,372,4,391
6,1,0,32,179,4,169
67,0,1,41,245,2,423
19,2,1,52,287,6,354
7,0,0,39,210,4,297
17,2,1,36,231,4,229
13,0,0,77,432,4,297
114,2,1,3,19,5,43
23,2,1,40,202,5,400
16,2,1,71,418,1,20
3,0,0,83,447,4,399
4,2,1,32,183,4,170
5,2,1,58,339,4,297
9,0,0,19,97,5,655
7,0,1,68,370,1,201
43,0,1,33,180,5,253
35,2,1,78,389,9,110
19,2,1,23,150,9,489
99,2,1,42,270,2,275
1,2,1,69,366,5,645
6,0,0,23,154,4,232
8,2,1,50,260,4,232
5,0,1,33,194,4,323
3,0,0,16,86,4,166
4,0,1,42,256,8,501
1,2,1,66,339,4,323
7,2,1,21,87,9,540
3,0,0,28,164,9,489
47,2,1,80,406,4,232
2,2,1,75,408,7,489
11,0,0,75,450,1,564
5,1,0,11,67,4,424
12,2,0,28,139,4,235
14,2,1,75,389,0,664
14,0,1,6,38,8,468
9,2,1,70,401,6,512
13,2,1,35,164,7,110
2,0,0,49,308,4,229
1,2,0,64,390,5,666
34,2,1,35,184,9,489
41,0,0,31,173,0,571
3,2,1,83,413,4,280
1,2,1,60,363,4,424
3,0,1,70,398,9,489
43,0,0,71,385,2,68
99,2,1,79,464,3,163
25,1,1,32,172,8,10
3,2,0,43,221,4,391
3,2,0,64,367,4,227
4,0,1,49,298,4,424
28,2,1,31,197,2,140
58,0,1,18,90,6,38
5,0,1,53,316,5,551
249,0,1,69,379,2,326
10,2,1,66,399,1,91
3,2,1,64,333,8,581
10,2,0,57,300,1,231
9,2,1,33,192,5,662
15,0,1,38,203,3,509
10,2,0,71,411,1,4
21,0,0,36,183,9,243
5,0,0,47,308,4,431
86,2,1,57,287,9,489
3,0,1,51,315,4,226
80,2,1,72,357,6,588
6,0,0,34,200,1,673
74,2,1,56,315,2,348
9,0,0,67,396,4,199
79,0,1,75,412,8,466
0,0,1,35,233,4,399
40,2,0,36,226,0,387
18,2,0,3,29,6,576
3,2,0,60,329,9,110
134,2,1,9,47,2,259
26,0,1,64,392,0,175
0,2,0,60,363,4,565
19,2,1,29,161,4,318
4,0,0,41,222,1,397
33,2,1,65,409,5,665
5,2,1,60,394,1,199
5,2,1,42,222,4,235
0,2,0,28,144,4,323
25,2,1,52,294,1,91
109,2,1,64,381,2,640
9,0,1,71,368,4,399
5,2,1,61,353,4,399
17,0,0,16,97,2,309
210,2,1,51,312,2,103
112,0,1,78,384,9,506
48,0,1,7,45,8,659
3,0,0,21,111,4,266
13,0,0,59,351,4,235
8,2,1,49,307,4,431
44,0,0,60,362,8,435
52,0,1,18,105,8,274
12,2,1,33,192,8,10
8,2,1,67,355,4,557
35,0,1,37,196,3,336
15,0,0,30,178,5,667
6,0,1,76,471,4,170
2,2,0,27,145,4,424
12,2,1,57,288,7,489
35,0,1,71,408,5,655
4,1,1,8,29,4,424
7,2,1,4,22,4,233
81,0,0,34,197,5,505
14,2,1,65,353,1,20
16,2,1,45,218,9,350
1,2,1,51,289,0,335
95,0,1,47,230,7,489
76,0,1,5,34,2,220
9,0,1,55,334,2,326
31,2,1,58,339,0,335
8,2,0,32,188,4,232
10,2,1,2,15,5,326
